Text ID	English
Text.Inmates.PlayerRep1.12	Vou acabar com tu
Text.Inmates.PlayerRep1.13	Passa rápido otário
Text.Inmates.PlayerRep1.14	Tá olhando o que?
Text.Inmates.PlayerRep1.15	Tá querendo ir pra enfermaria?
Text.Inmates.PlayerRep1.16	Não entendeu o que eu disse?
Text.Inmates.PlayerRep1.17	Nem pense em abrir a boca pra falar comigo
Text.Inmates.PlayerRep1.18	Você só pode falar quando EU mandar.
Text.Inmates.PlayerRep1.19	Vaza daqui
Text.Inmates.PlayerRep1.20	Dá o fora
Text.Inmates.PlayerRep1.21	Suma, seu cretino
Text.Inmates.PlayerRep1.22	Tô achando que vou te espancar agora mesmo
Text.Inmates.PlayerRep1.23	Suma daqui
Text.Inmates.PlayerRep1.24	Seu bosta
Text.Inmates.PlayerRep1.25	Nem abra a boca pra falar comigo
Text.Inmates.PlayerRep1.26	Quem tu achas que é?
Text.Inmates.PlayerRep1.27	Será que vou ter que fechar sua boca?
Text.Inmates.PlayerRep1.28	Volta pro buraco de onde veio
Text.Inmates.PlayerRep1.29	Tchau
Text.Inmates.PlayerRep1.30	Idiota
Text.Inmates.PlayerRep1.31	Você é só um zé ruela fraco
Text.Inmates.PlayerRep1.32	Você é um inseto
Text.Inmates.PlayerRep1.33	Você não passa de um doente
Text.Inmates.PlayerRep1.34	Vai perturbar outro
Text.Inmates.PlayerRep1.35	Enfia essa tua cara num buraco
Text.Inmates.PlayerRep1.36	Não ouse a abrir a boca pra falar comigo
Text.Inmates.PlayerRep1.37	A última coisa que verá será a tampa do seu caixão
Text.Inmates.PlayerRep1.38	Melhor parar de me encarar
	
Text.Inmates.PlayerRep2.1	Precisa de alguma coisa?
Text.Inmates.PlayerRep2.2	Que?
Text.Inmates.PlayerRep2.3	Sim?
Text.Inmates.PlayerRep2.4	Estou um pouco ocupado
Text.Inmates.PlayerRep2.5	Desculpa cara, mas agora não é uma boa hora
Text.Inmates.PlayerRep2.6	Estou sem tempo
Text.Inmates.PlayerRep2.7	Depois conversamos.
Text.Inmates.PlayerRep2.8	Conversaremos depois, certo?
Text.Inmates.PlayerRep2.9	Fala
Text.Inmates.PlayerRep2.10	E ae
Text.Inmates.PlayerRep2.11	Não dá pra falar agora
Text.Inmates.PlayerRep2.12	Não posso te ajudar
Text.Inmates.PlayerRep2.13	Oi
Text.Inmates.PlayerRep2.14	Olha, hoje foi um dia difícil, deixa pra depois, beleza?
Text.Inmates.PlayerRep2.15	Não tô afim de conversar
Text.Inmates.PlayerRep2.16	Me deixe em paz
Text.Inmates.PlayerRep2.17	Desculpa mano, mas não tô afim de te adicionar no facebook
Text.Inmates.PlayerRep2.18	Não preciso de amigos.
Text.Inmates.PlayerRep2.19	Estou refletindo agora...
Text.Inmates.PlayerRep2.20	Bacana cara...
	
Text.Inmates.PlayerRep3.1	Fala ae irmão
Text.Inmates.PlayerRep3.2	Tudo de boa?
Text.Inmates.PlayerRep3.3	Como tu tá mano?
Text.Inmates.PlayerRep3.4	Fala bro.
Text.Inmates.PlayerRep3.5	Tranquilo?
Text.Inmates.PlayerRep3.6	É isso ai mano
Text.Inmates.PlayerRep3.7	Conta comigo pra qualquer coisa mano
Text.Inmates.PlayerRep3.8	Fala aé
Text.Inmates.PlayerRep3.9	Qualquer coisa, pode chamar
Text.Inmates.PlayerRep3.10	É nóis mano
Text.Inmates.PlayerRep3.11	Fala aé mano
Text.Inmates.PlayerRep3.12	Tamo junto mano.
Text.Inmates.PlayerRep3.13	Respeito, respeito.
Text.Inmates.PlayerRep3.14	Tu és o cara
Text.Inmates.PlayerRep3.15	Paz irmão
Text.Inmates.PlayerRep3.16	É isso aé
	
Text.Inmates.Gift.Rank0.1	Tá né.
Text.Inmates.Gift.Rank0.2	Eh?
Text.Inmates.Gift.Rank0.3	Tá bom
Text.Inmates.Gift.Rank0.4	LOL
Text.Inmates.Gift.Rank0.5	Um, valeu?
	
Text.Inmates.Gift.Rank1.1	Valeu!
Text.Inmates.Gift.Rank1.2	Obrigado!
Text.Inmates.Gift.Rank1.3	Legal
Text.Inmates.Gift.Rank1.4	De boa
	
Text.Inmates.Gift.Rank2.1	Uau, valeu!
Text.Inmates.Gift.Rank2.2	Caramba!
Text.Inmates.Gift.Rank2.3	Sério? Obrigado!
Text.Inmates.Gift.Rank2.4	Incrível!
Text.Inmates.Gift.Rank2.5	Valeu mesmo!
	
Text.Inmates.Gift.Rank3.1	Isso é sério??? Valeu!
Text.Inmates.Gift.Rank3.2	Uau, muito obrigado!
Text.Inmates.Gift.Rank3.3	Isso é incrível!!!
Text.Inmates.Gift.Rank3.4	Valeu mesmo cara!
Text.Inmates.Gift.Rank3.5	Meu Deus cara, isso é incrível!
	
Text.Lockdown.1	Quanto tempo isso vai demorar?
Text.Lockdown.2	Alguém fugiu?
Text.Lockdown.3	Acho que alguém fugiu!
Text.Lockdown.4	Que coisa...
Text.Lockdown.5	De novo não!
Text.Lockdown.6	O que foi dessa vez?
Text.Lockdown.7	Quem é o responsável por isso?
Text.Lockdown.8	Vamos logo!
Text.Lockdown.9	Exijo minha ligação
Text.Lockdown.10	Aposto que alguém fugiu de novo
Text.Lockdown.11	Porque NÓS somos punidos?
Text.Lockdown.12	Isso me dá raiva!
Text.Lockdown.13	Que bosta!
Text.Lockdown.14	Estamos perdendo tempo aqui!
Text.Lockdown.15	Que sono...
Text.Lockdown.16	Tomará que isso não demore
Text.Lockdown.17	Isso é muito chato...
Text.Lockdown.18	Tenho mais o que fazer!
Text.Lockdown.19	Os guardas precisam aprender a contar
Text.Lockdown.20	Os prisioneiros de hoje, são os guardas de amanhã!
Text.Lockdown.21	Ele já deve ter sumido do mapa!
Text.Lockdown.22	Alguém tá brincando de esconde e esconde?
Text.Lockdown.23	Anda logo com isso
Text.Lockdown.24	Eu tenho uma manicure pra ir!
Text.Lockdown.25	Estou entediado, vamos embora.
Text.Lockdown.26	Tenho coisas pra fazer, lugares para ir, pessoas para espancar...
Text.Lockdown.27	EU TENHO MEUS DIREITOS!
Text.Lockdown.28	Ah, para né!
Text.Lockdown.29	Liberdadeeeeeeee!
Text.Lockdown.30	Que é o fugitivo dessa vez?
	
Text.Inmates.Report.1	Ei guardas, venham aqui!
Text.Inmates.Report.2	Guardas!
Text.Inmates.Report.3	GUARDAAAS!
Text.Inmates.Report.4	ALGUÉM TÁ TENTANDO FUGIR!
Text.Inmates.Report.5	Guardas, CÓDIGO VERMELHO!
Text.Inmates.Report.6	Alguém chame os guardas!
	
Text.Inmates.Ignore.1	Isso não é da minha conta
Text.Inmates.Ignore.2	Arg, meus olhos não veem nada.
Text.Inmates.Ignore.3	Fugindo?
Text.Inmates.Ignore.4	Tá fugindo? Vá com Deus.
Text.Inmates.Ignore.5	Boa sorte.
Text.Inmates.Ignore.6	Boa sorte lá fora.
Text.Inmates.Ignore.7	Sei de nada não tio
Text.Inmates.Ignore.8	Tchau
Text.Inmates.Ignore.9	Manda um abraço pra liberdade por mim
Text.Inmates.Ignore.10	Safado...
Text.Inmates.Ignore.11	Fugindo? Incrível
Text.Inmates.Ignore.12	Fugindo? Opa, me espera aí
Text.Inmates.Ignore.13	Tenha mais sorte do que eu.
Text.Inmates.Ignore.14	Isso não é meio insano não?
Text.Inmates.Ignore.15	Tô cego, vi nada.
Text.Inmates.Ignore.16	Fugir é a meta de um prisioneiro
Text.Inmates.Ignore.17	Me leva também
Text.Inmates.Ignore.18	Não me esqueça
Text.Inmates.Ignore.19	Uol...
Text.Inmates.Ignore.20	O que? Tudo ficou escuro...
Text.Inmates.Ignore.21	Não vou falar nada, relaxa
Text.Inmates.Ignore.22	Aproveite a liberdade
Text.Inmates.Ignore.23	Mande um abraço pra minha família
Text.Inmates.Ignore.24	Lembre-se de mim quando sair
Text.Inmates.Ignore.25	Divertindo-se?
	
Text.Inmates.Attacked.1	Socorro!
Text.Inmates.Attacked.2	Quê?!
Text.Inmates.Attacked.3	Que bosta!
Text.Inmates.Attacked.4	Vá se ferrar!
Text.Inmates.Attacked.5	Caralho!
Text.Inmates.Attacked.6	Para com isso!
Text.Inmates.Attacked.7	NÃO!
Text.Inmates.Attacked.8	Ué!
Text.Inmates.Attacked.9	Beleza então...
Text.Inmates.Attacked.10	Acha que pode comigo?
Text.Inmates.Attacked.11	Vâmo começa então!
Text.Inmates.Attacked.12	Prepare-se!
Text.Inmates.Attacked.13	Pra que isso?
Text.Inmates.Attacked.14	Que tu queres comigo?
Text.Inmates.Attacked.15	Doente
Text.Inmates.Attacked.16	Hora da porrada
Text.Inmates.Attacked.17	Você já era
Text.Inmates.Attacked.18	Tu vais virar poeira
Text.Inmates.Attacked.19	Vô acaba contigo
Text.Inmates.Attacked.20	Tenha bons sonhos
Text.Inmates.Attacked.21	Seu miserável...
Text.Inmates.Attacked.22	Tá certo, vâmo começar isso
Text.Inmates.Attacked.23	Mas que porra...
Text.Inmates.Attacked.24	Tá de zoeira?
Text.Inmates.Attacked.25	Imbecil
Text.Inmates.Attacked.26	Tá querendo uma cirurgia no rosto, né?
Text.Inmates.Attacked.27	ENTÃO É ASSIM?
Text.Inmates.Attacked.28	Acertou o cara errado...
Text.Inmates.Attacked.29	Vâmo começa isso!
Text.Inmates.Attacked.30	Faz tempo que não tenho uma briga boa
Text.Inmates.Attacked.31	Boom!
Text.Inmates.Attacked.32	Lá vou eu
Text.Inmates.Attacked.33	Tu já era!
Text.Inmates.Attacked.34	O que isso significa?
Text.Inmates.Attacked.35	Tu vais aprender que sou muito mais forte
Text.Inmates.Attacked.36	Que feio!
Text.Inmates.Attacked.37	VAI SE FERRA!
Text.Inmates.Attacked.38	Uau
Text.Inmates.Attacked.39	Calma aé
Text.Inmates.Attacked.40	Seu...
Text.Inmates.Attacked.41	BOSH!
Text.Inmates.Attacked.42	Ou!
Text.Inmates.Attacked.43	Vamos acabar com isso
Text.Inmates.Attacked.44	Ouch
Text.Inmates.Attacked.45	Pra que isso cara?
Text.Inmates.Attacked.46	Explique-se.
Text.Inmates.Attacked.47	Ouça
Text.Inmates.Attacked.48	Estão me batendo!
Text.Inmates.Attacked.49	Preciso de reforços!
Text.Inmates.Attacked.50	Chama a polícia! Não...
Text.Inmates.Attacked.51	Alguém liga pro 191!
Text.Inmates.Attacked.52	Preciso de ajuda!
Text.Inmates.Attacked.53	Ajuda!
	
Text.Guards.Shakedown.1	Quem terá a cela revistada é...
Text.Guards.Shakedown.2	Os nomes citados a seguir terão suas celas revistadas...
Text.Guards.Shakedown.3	Os lixos que serão citados agora, terão suas celas revistadas...
Text.Guards.Shakedown.4	Os seguintes infelizes terão suas celas revistadas...
Text.Guards.Shakedown.5	Revistaremos as celas dos seguintes imbecis...
	
Text.Guards.ShakedownNames	$name e $inmate!
	
Text.Inmate.Steal.1	StealChar@Inmate@Esse rato de merda, $inmate, roubou um(a) $item meu! Eu quero de volta, AGORA!
Text.Inmate.Steal.2	StealChar@Inmate@Um passarinho me disse que viu $inmate com um item meu que sumiu, um(a) $item. Se importa de pegá-lo?
Text.Inmate.Steal.3	StealChar@Inmate@De algum jeito, $inmate usou as patas de merda dele pra roubar um item meu, um(a) $item! Eu preciso pegar ele novamente!
Text.Inmate.Steal.4	StealChar@Inmate@$inmate pegou um(a) $item meu! Poderia pegá-lo para mim?
Text.Inmate.Steal.5	StealChar@Guard@$guard pegou um(a) $item meu. Eu ficaria realmente agradecido se pega-se ele de volta.
Text.Inmate.Steal.6	StealChar@Guard@$guard invadiu minha cela e pegou um(a) $item. Poderia pegá-lo de volta?
Text.Inmate.Steal.7	StealChar@Guard@Outro dia, um(a) $item meu sumiu, hoje ouvi falar que o $guard pegou ele. Poderia pegá-lo para mim?
Text.Inmate.Steal.8	StealChar@Guard@$guard roubou meu/minha $item mais cedo. Eu o quero de volta!
Text.Inmate.Steal.9	StealChar@Inmate@Meu item da sorte, um(a) $item foi parar na mão do $inmate. Pegue ele de volta pra mim, e ficarei agradecido.
Text.Inmate.Steal.10	StealChar@Inmate@Pelo visto, as demonstrações de amizade de $inmate era só um disfarce pra aquele porco colocar as mãos no meu $item. Se importa de pegá-lo para mim?
Text.Inmate.Steal.11	StealChar@Inmate@Paguei uma grana preta pro $inmate por um $item e ele não entregou. Pegue-o pra mim, e irei lhe recompensar.
Text.Inmate.Steal.12	StealChar@Inmate@$inmate e seus amiguinhos pegaram meu/minha $item. Pegue ele de volta pra mim e receberá algo de volta.
Text.Inmate.Steal.13	StealChar@Inmate@Meu $item desapareceu e suspeito que $inmate é o culpado. Eu queria tê-lo de volta.
Text.Inmate.Steal.14	StealChar@Guard@Eu entreguei ao $guard um(a) $item, esperando que ele me desse alguma ajuda. Ele falhou com isso, e agora quero o item de volta.
Text.Inmate.Steal.15	StealChar@Inmate@$inmate roubou meu/minha $item! Pega ele de volta, e te garanto algo, mano. 
	
Text.ChatToGuard.1	Não entendo como algumas pessoas odeiam a liberdade
Text.ChatToGuard.2	O que?
Text.ChatToGuard.3	Estou ocupado; aproveitando minha liberdade
Text.ChatToGuard.4	Se estiver sem nada pra fazer, visite a solitária
Text.ChatToGuard.5	Conheço um lugar pra você
Text.ChatToGuard.6	Não questione minha autoridade
Text.ChatToGuard.7	Eu sou a lei
Text.ChatToGuard.8	Tenho mais o que fazer
Text.ChatToGuard.9	Ocupado...
Text.ChatToGuard.10	Não me perturbe
Text.ChatToGuard.11	Continue andando amigo
Text.ChatToGuard.12	Você está me incomodando
Text.ChatToGuard.13	Tu tá me enchendo o saco
Text.ChatToGuard.14	Não converso com estranhos
Text.ChatToGuard.15	Tome cuidado!
Text.ChatToGuard.16	Sua voz me irrita
Text.ChatToGuard.17	Não quero saber
Text.ChatToGuard.18	E por acaso eu quero saber?
Text.ChatToGuard.19	Não encha
Text.ChatToGuard.20	Limpe esse lugar
Text.ChatToGuard.21	Limpe os calçados
Text.ChatToGuard.22	Vá estudar moleque
Text.ChatToGuard.23	Vê se penteia esse cabelo
Text.ChatToGuard.24	Tá querendo marcar um encontro comigo?
Text.ChatToGuard.25	Limpe o corredor 4
Text.ChatToGuard.26	Xiu
Text.ChatToGuard.27	Tá querendo me chatear?
Text.ChatToGuard.28	Preciso de um aumento...
Text.ChatToGuard.29	O dia do pagamento tá chegando...
Text.ChatToGuard.30	Tenho que bater em alguém
Text.ChatToGuard.31	Estou ocupado.
Text.ChatToGuard.32	De quem é esse chiado?
Text.ChatToGuard.33	Tá querendo o que?
Text.ChatToGuard.34	Muito interessante, mas guarde pra você
Text.ChatToGuard.35	Quero que faça 20 flexões
Text.ChatToGuard.36	Que tal preparar um sanduíche pra mim?
Text.ChatToGuard.37	Vá colocar a água para ferver
Text.ChatToGuard.38	De quem é esse chiado?
Text.ChatToGuard.39	Duas colheres de açúcar no meu...
Text.ChatToGuard.40	Me traga um lanche
Text.ChatToGuard.41	Você abre sua boca quando eu mandar
Text.ChatToGuard.42	Por acaso eu te deixei abrir a boca?
Text.ChatToGuard.43	Dá próxima ver que abrir a boca, vai ganhar um belo dum tapa.
Text.ChatToGuard.44	Seria uma honra acabar contigo
Text.ChatToGuard.45	Fim da linha pra ti
Text.ChatToGuard.46	Quer conversar? Converse com meus punhos.
Text.ChatToGuard.47	Vou deixar meus punhos conhecerem tua boca
Text.ChatToGuard.48	Continue andando
Text.ChatToGuard.49	Quem sabe um dia eu não arrume um emprego de verdade...
Text.ChatToGuard.50	Que foi?
Text.ChatToGuard.51	Poupe-me.
Text.ChatToGuard.52	Sai de perto
Text.ChatToGuard.53	Some do meu caminho
Text.ChatToGuard.54	Você não tem nenhum direito
Text.ChatToGuard.55	Você é bem chatinho, hein?
Text.ChatToGuard.56	Você é um tédio
Text.ChatToGuard.57	Sério, vai tomar um banho
Text.ChatToGuard.58	Seu bafo fede cara
Text.ChatToGuard.59	Tá afim de colecionar urubu?
Text.ChatToGuard.60	Eu só espanquei nove pessoas hoje
Text.ChatToGuard.61	Já que sei que sou um gato
Text.ChatToGuard.62	Já pensou quantos furos essa arma pode fazer em você?
Text.ChatToGuard.63	Vá arrumar algo pra fazer
Text.ChatToGuard.64	Mostre respeito garoto
Text.ChatToGuard.65	Curve-se
Text.ChatToGuard.66	Me trate como um rei
Text.ChatToGuard.67	Pode me chamar de Rei
Text.ChatToGuard.68	Você pode me chamar de Senhor Rei
Text.ChatToGuard.69	Me adore
Text.ChatToGuard.70	Acho que ninguém sentiria falta de você...
Text.ChatToGuard.71	Andei falando com sua esposa
Text.ChatToGuard.72	Sua esposa mandou um abraço
Text.ChatToGuard.73	Vou levar sua esposa pra jantar
Text.ChatToGuard.74	A comida da sua esposa é ótima.
Text.ChatToGuard.75	Sua esposa me contou tudo sobre você.
Text.ChatToGuard.76	Onde é que quer parar?
Text.ChatToGuard.77	Não vou com tua cara
Text.ChatToGuard.78	Eu vou te ferrar
Text.ChatToGuard.79	Vou acabar com essa sua racinha
Text.ChatToGuard.80	Acha que vai resolver tudo isso em que se meteu?
	
Text.Inmate.BeatUp.1	Beat@Inmate@Esse bosta do $inmate está me desrespeitando. Acabe com ele e lhe recompensarei!
Text.Inmate.BeatUp.2	Beat@Inmate@$inmate está me fazendo passar vergonha com meu grupo usando alguns truques sujos. Ele merece uma surra, dê o que ele merece
Text.Inmate.BeatUp.3	Beat@Inmate@Aquele tal de $inmate voltou a ser um ladrãozinho, dessa vez na prisão. Dê uma boa surra nele e irei lhe pagar.
Text.Inmate.BeatUp.4	Beat@Inmate@Preciso que o $inmate desapareça. Eu faria isso sozinho, mas os guardas estão de olho em mim. Que tal me dar uma mãozinha?
Text.Inmate.BeatUp.5	Beat@Inmate@Você não é amigo do $inmate, certo? Todo mundo quer que ele apanhe bastante.
Text.Inmate.BeatUp.6	Beat@Inmate@O infeliz do $inmate venceu uma briga sozinho. Que tal você ir tirar aquele sorriso de bosta dele?
Text.Inmate.BeatUp.7	Beat@Inmate@$inmate anda me dedurando para os guardas. Talvez uma lição com os punhos faça ele calar. Poderia fazer isso pra mim?
Text.Inmate.BeatUp.8	Beat@Inmate@Parece que o $inmate anda falando merda de mim novamente. Arrebente ele, e farei com que seja recompensado.
Text.Inmate.BeatUp.9	Beat@Inmate@$inmate está planejando alguma coisa- posso sentir isso. Dê uma lição nele e mostre quem é que manda.
Text.Inmate.BeatUp.10	Beat@Guard@$guard acha que tem acesso VIP a minha cela. Tenha uma conversinha de socos e chutes com ele e irei lhe pagar.
Text.Inmate.BeatUp.11	Beat@Guard@$guard me levou em uma emboscada outro dia, e levei uma bela duma surra. Eu adoraria retribuir o favor a ele, poderia fazer isto pra mim?
Text.Inmate.BeatUp.12	Beat@Guard@O guarda $guard está tentando pegar meus lucros novamente! Da última vez, uma surra resolveu, talvez outra resolva novamente. Gostaria de fazer isto pra mim?
Text.Inmate.BeatUp.13	Beat@Inmate@Suspeito que o motivo dos guardas ficarem me vigiando, é o lixo do $inmate. Acabe com a raça dele pra mim, e irá ser recompensado.
Text.Inmate.BeatUp.14	Beat@Inmate@$inmate está ferrando com a minha família. Preciso que ele seja esfolado. Poderia resolver isto para mim?
Text.Inmate.BeatUp.15	Beat@Inmate@O imbecil do $inmate impediu que eu muda-se de cela de algum jeito muito bem planejado. Ensine a ele que isso não se faz para mim.
